Districts,District Name Clean,Electoral Name Clean,constituency,url,parent_district,divisions,Candidate_1,Party_1,Symbol_1,Img_1,Candidate_2,Party_2,Symbol_2,Img_2,Candidate_3,Party_3,Symbol_3,Img_3,Candidate_4,Party_4,Symbol_4,Img_4,Candidate_5,Party_5,Symbol_5,Img_5,Candidate_6,Party_6,Symbol_6,Img_6,Candidate_7,Party_7,Symbol_7,Img_7,Candidate_8,Party_8,Symbol_8,Img_8,Candidate_9,Party_9,Symbol_9,Img_9,Candidate_10,Party_10,Symbol_10,Img_10,Candidate_11,Party_11,Symbol_11,Img_11,Candidate_12,Party_12,Symbol_12,Img_12,Candidate_13,Party_13,Symbol_13,Img_13,Candidate_14,Party_14,Symbol_14,Img_14,Candidate_15,Party_15,Symbol_15,Img_15
কুমিল্লা,Comilla,কুমিল্লা-৭,Comilla-7,,Comilla,Chattogram,সোলাইমান খাঁন,খেলাফত মজলিস,দেওয়াল ঘড়ি,https://upload.wikimedia.org/wikipedia/commons/c/c6/Wall_clock%2C_Election_Symbol_of_the_Khelafat_Majlis.png,মাওঃ এহতেশামুল হক,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,সজল কুমার কর,বাংলাদেশ সাংস্কৃতিক মুক্তিজোট (মুক্তিজোট),ছড়ি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fbdc538ef7ce34e7091f7de365d838e24_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আতিকুল আলম,স্বতন্ত্র,কলস,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fe4811d1cca8d49988a4354a9dbff2471_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,রেদোয়ান আহমেদ,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
কুমিল্লা,Comilla,কুমিল্লা-৮,Comilla-8,,Comilla,Chattogram,মোঃ মফিজ উদ্দীন আহমেদ,বাংলাদেশ রিপাবলিকান পার্টি (বিআরপি),হাতি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F95c4b39070c14436b396d39e84f8a0bf_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ গোলাম মোরশেদ,বাংলাদেশ সুপ্রীম পার্টি (বি.এস.পি),একতারা,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd7526c631d5e4b558d0eb203c0a4e79e_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ শফিকুল আলম হেলাল,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোঃ আলী আশ্রাফ,বাংলাদেশের সমাজতান্ত্রিক দল-বাসদ,মই,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fca51c6181fb5419f8058dc50c0f66152_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,জাকারিয়া তাহের,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,এইচ. এম. এম ইরফান,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোঃ গোলাম ছাদেক,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,আব্দুল কাদের,ইসলামী ঐক্যজোট,মিনার,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F04daff1b68aa4f9495279da875b737bf_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
কুমিল্লা,Comilla,কুমিল্লা-৯,Comilla-9,,Comilla,Chattogram,মোঃ আবুল কাশেম,স্বতন্ত্র,হাঁস,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F9cfe5e8f080c420cac7b8b19f414ff3e_0_2.JPG%253FfilePath%253D0%252Fcandidates%252F&election_id=478,সামিরা আজিম,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F0e82623335334d4c9c9639f0813b6668_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আবু বকর ছিদ্দিক,ইসলামিক ফ্রন্ট বাংলাদেশ,চেয়ার,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fe2eb02bc1d664ac392cc5c18e4cc85f8_0_2.JPG%253FfilePath%253D0%252Fcandidates%252F&election_id=478,ছৈয়দ এ কে এম সরওয়ার উদ্দীন ছিদ্দীকি,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,সেলিম মাহমুদ,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ আবুল কালাম,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ গোলাম মোস্তফা কামাল,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোঃ মিজানুর রহমান চৌধুরী,বাংলাদেশ সাংস্কৃতিক মুক্তিজোট (মুক্তিজোট),ছড়ি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fe267e6535cf7467ca975fdd9532dbea9_0_2.JPG%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
কুমিল্লা,Comilla,কুমিল্লা-১০,Comilla-10,,Comilla,Chattogram,হাছান আহম্মেদ,বাংলাদেশ কংগ্রেস,ডাব,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Faebd1d5059704c25882d5e23546392e4_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,রমিজ বিন আরিফ,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ff325d4b405d948b096c8e156746d9d85_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আবদুল্লাহ আল  নোমান,আমজনতার দল,প্রজাপতি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F3a4a57538b1647178ef789813866f400_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,কাজি নুরে আলম ছিদ্দিকি,বাংলাদেশ সাংস্কৃতিক মুক্তিজোট (মুক্তিজোট),ছড়ি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fa83684df6dde4638878670ef65e9e116_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ শামছুদ্দোহা,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মুহাম্মদ ইয়াছিন আরাফাত,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
কুমিল্লা,Comilla,কুমিল্লা-১১,Comilla-11,,Comilla,Chattogram,মোঃ মহিউদ্দিন (শহিদ),ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,আ ফ ম আবদুর রহিম,বাংলাদেশ কংগ্রেস,ডাব,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F5d25e27421124d1985b26a9f015d3130_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আলমগীর,গণ ফ্রন্ট,মাছ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Feb9174e4b460480899decd22d69cdcf2_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ ইউসুফ,বাংলাদেশ সাংস্কৃতিক মুক্তিজোট (মুক্তিজোট),ছড়ি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F26b8fa8b4610428ba4f78fbd84f18b2d_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,সৈয়দ আবদুল্লাহ  মোহাম্মদ তাহের,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোঃ কামরুল হুদা,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ মাইন উদ্দিন,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
মানিকগঞ্জ,Manikganj,মানিকগঞ্জ-১,Manikganj-1,,Manikganj,Dhaka,এস এ জিন্নাহ কবীর,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোহাম্মদ ইলিয়াছ হুছাইন,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F801297567fb44173897d4df731c90d22_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আবু বকর সিদ্দিক,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,মোঃ খোরশেদ আলম,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ  তোজাম্মেল হক,স্বতন্ত্র,ঘোড়া,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F8c69b4a5ff1140a8acd0d2d0e1a8a9d3_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ শাহজাহান খান,জনতার দল,কলম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fdc8ba80729f749a884cc63a2a312d81e_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
মানিকগঞ্জ,Manikganj,মানিকগঞ্জ-২,Manikganj-2,,Manikganj,Dhaka,মোঃ সালাহ উদ্দিন,খেলাফত মজলিস,দেওয়াল ঘড়ি,https://upload.wikimedia.org/wikipedia/commons/c/c6/Wall_clock%2C_Election_Symbol_of_the_Khelafat_Majlis.png,মঈনুল ইসলাম খান,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোহাম্মদ আলী,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,"এস, এম, আব্দুল মান্নান",জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
মানিকগঞ্জ,Manikganj,মানিকগঞ্জ-৩,Manikganj-3,,Manikganj,Dhaka,মোয়াজ্জেম হোসেন খান মজলিশ,জাতীয় পার্টি - জেপি,বাইসাইকেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F1443c99059d1498c99f630f190d93fc4_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আফরোজা খানম,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,সামসুদ্দিন,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মুহাম্মদ সাঈদনূর,বাংলাদেশ খেলাফত মজলিস,রিকশা,https://upload.wikimedia.org/wikipedia/commons/8/8e/Auto_Rickshaw_Election_Symbol.svg,রফিকুল ইসলাম খান,স্বতন্ত্র,মোটর সাইকেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F008f0659a8aa40ccbb192658cc1be21d_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মফিজুল ইসলাম খান কামাল,স্বতন্ত্র,সূর্যমুখী ফুল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd65d5194604f47ac8079899145f0c831_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আতাউর রহমান আতা,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F213a696ea6024296a6ad95070d3e5a5f_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ শাহজাহান আলী,বাংলাদেশ জাতীয় সমাজতান্ত্রিক দল-বাংলাদেশ জাসদ,মোটরগাড়ি (কার),http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F4d227b6ee7794a99b1ed5f6f7eb35eba_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আবুল বাশার বাদশা,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,,,,,,,,,,,,,
মুন্সীগঞ্জ,Munshiganj,মুন্সিগঞ্জ-১,Munshiganj-1,,Munshiganj,Dhaka,মোহাম্মদ মমিন আলী,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ff34e5f34ee9241be84c88ed9697e1116_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আব্দুর রহমান,বাংলাদেশের কমিউনিস্ট পার্টি,কাস্তে,https://upload.wikimedia.org/wikipedia/commons/6/68/Election_Symbol_of_the_Communist_Party_of_Bangladesh.png,মোঃ আতিকুর রহমান খাঁন,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,রোকেয়া আক্তার,ইনসানিয়াত বিপ্লব বাংলাদেশ,আপেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F1a7ad815f05047b6a8be7b11b5d994d8_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ  আব্দুল্লাহ্,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,এ কে এম ফখরুদ্দিন রাজী,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
মুন্সীগঞ্জ,Munshiganj,মুন্সিগঞ্জ-২,Munshiganj-2,,Munshiganj,Dhaka,মাজেদুল ইসলাম,জাতীয় নাগরিক পার্টি-এনসিপি,শাপলা কলি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ffbbe6e8e090144bf8f4587bf19400155_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আশিক মাহমুদ,ইসলামিক ফ্রন্ট বাংলাদেশ,চেয়ার,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F9e57ac2ac5784967879c28002231486d_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আব্দুস সালাম আজাদ,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,"কে, এম, বিল্লাল",ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ নোমান মিয়া,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
মুন্সীগঞ্জ,Munshiganj,মুন্সিগঞ্জ-৩,Munshiganj-3,,Munshiganj,Dhaka,শেখ মোঃ কামাল হোসেন,বাংলাদেশের কমিউনিস্ট পার্টি,কাস্তে,https://upload.wikimedia.org/wikipedia/commons/6/68/Election_Symbol_of_the_Communist_Party_of_Bangladesh.png,শেখ মোঃ শিমুল,বাংলাদেশের বিপ্লবী ওয়ার্কার্স পার্টি,কোদাল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F888edb02cee84ee0ada6a11fec93a840_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আরিফুজ্জামান (দিদার),জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,মোঃ কামরুজ্জামান,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,সুমন দেওয়ান,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,আনিছ মোল্লা,বাংলাদেশ লেবার পার্টি,আনারস,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F3912ee064e344350bdf982e105585910_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,নূর হোসাইন নূরানী,বাংলাদেশ খেলাফত মজলিস,রিকশা,https://upload.wikimedia.org/wikipedia/commons/8/8e/Auto_Rickshaw_Election_Symbol.svg,মোঃ মহিউদ্দিন,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F2ddf3e8efd8a4c1884b3e21f769639df_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
গাজীপুর,Gazipur,গাজীপুর-১,Gazipur-1,,Gazipur,Dhaka,মোঃ মজিবুর রহমান,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ ইমারাত হোসেইন খান,স্বতন্ত্র,মোটর সাইকেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F8ed15c4e16814f11a14b30e44e8e4f2e_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,"এস, এম, শফিকুল ইসলাম",জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,চৌধুরী ইরাদ আহমদ সিদ্দিকী,বাংলাদেশ লেবার পার্টি,আনারস,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F5e4a16e6e1e04a0c8c00ff464fbce05f_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আতিকুল ইসলাম,গণ ফ্রন্ট,মাছ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd58594d8cdff482aa89bed97ee6623fc_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,তসলিমা আক্তার,বাংলাদেশের সমাজতান্ত্রিক দল (মার্কসবাদী),কাঁচি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F3296fcc8ec0e4a479441ea0b9c2f37c2_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ শাহ্‌ আলম বকশী,বাংলাদেশ জামায়াতে ইসলামী,দাঁড়িপাল্লা,https://upload.wikimedia.org/wikipedia/commons/f/f2/Daripalla.png,রুহুল আমীন,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
গাজীপুর,Gazipur,গাজীপুর-২,Gazipur-2,,Gazipur,Dhaka,হানিফ সরকার,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,মোঃ জিয়াউল কবীর,বাংলাদেশের কমিউনিস্ট পার্টি,কাস্তে,https://upload.wikimedia.org/wikipedia/commons/6/68/Election_Symbol_of_the_Communist_Party_of_Bangladesh.png,সরকার তাসলিমা আফরোজ,ইনসানিয়াত বিপ্লব বাংলাদেশ,আপেল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F9758055620fe47b28a645246d015541e_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মাসুদ রেজা,বাংলাদেশের সমাজতান্ত্রিক দল (মার্কসবাদী),কাঁচি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fcde5ba420388405cb995d804ebcb266f_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,এম মঞ্জুরুল করিম রনি,বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ মাহবুব আলম,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,আলী নাছের খান,জাতীয় নাগরিক পার্টি-এনসিপি,শাপলা কলি,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F1cae82ac91cf41f381be749793edde27_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মাহফুজুর রহমান খান,গণঅধিকার পরিষদ (জিওপি),ট্রাক,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Ffd541b130d0e420d8a9875e588d6aaa7_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,জিত বড়ুয়া,স্বতন্ত্র,ফুটবল,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F1df05d7afe1f4765b0fc21e0965c2068_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোঃ আবদুল কাইয়ুম,বাংলাদেশের সমাজতান্ত্রিক দল-বাসদ,মই,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F492e93a2a2784739b757b7a2607f22b8_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মোহাম্মদ শরিফুল ইসলাম,জনতার দল,কলম,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F5b04ffa50fd545949311c6cfd4388bdd_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আতিকুল ইসলাম,গণ ফ্রন্ট,মাছ,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd2f87fd0cbe64140a707806cf35c0ce1_0_2.jpg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,,,,,,,,,,,,
গাজীপুর,Gazipur,গাজীপুর-৩,Gazipur-3,,Gazipur,Dhaka,"এস,এম, রফিকুল ইসলাম",বাংলাদেশ জাতীয়তাবাদী দল - বি.এন.পি,ধানের শীষ,https://upload.wikimedia.org/wikipedia/commons/c/c9/Bangladesh_Nationalist_Party_election_symbol_Black_%26_White.svg,মোঃ নাজিম উদ্দিন,জাতীয় পার্টি,লাঙ্গল,https://upload.wikimedia.org/wikipedia/commons/b/b7/Symbol_of_Jatiya_Party.jpg,হা: মাও: মুফতি শামীম আহমদ,ইসলামী ঐক্যজোট,মিনার,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F8f13bab047c34e16a10bbf9cc620b269_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,মুহাম্মদ এহসানুল হক,বাংলাদেশ খেলাফত মজলিস,রিকশা,https://upload.wikimedia.org/wikipedia/commons/8/8e/Auto_Rickshaw_Election_Symbol.svg,মোঃ ইজাদুর রহমান চৌধুরী,স্বতন্ত্র,ঘোড়া,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252F951c1b04bc9840b0b337124457105c1c_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আশিকুল ইসলাম পিয়াল,বাংলাদেশের সমাজতান্ত্রিক দল-বাসদ,মই,http://103.183.38.66/candidate/image?path=8987865690%252Ffile%252Fd8b4e8d475ca4338be4b8bcdb358ddf3_0_2.jpeg%253FfilePath%253D0%252Fcandidates%252F&election_id=478,আলমগীর হোসাইন,ইসলামী আন্দোলন বাংলাদেশ,হাতপাখা,https://upload.wikimedia.org/wikipedia/commons/0/01/Symbol_of_Islami_Andolan_Bangladesh.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
